user,day,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
WGC1081,2010-01-12,25,0,8,0
WGD3156,2010-01-12,15,0,6,0
WGF0506,2010-01-12,15,5,5,1
WGM1823,2010-01-12,18,0,4,0
WHH2938,2010-01-12,29,11,11,1
WHL3282,2010-01-12,0,2,0,1
WHW2777,2010-01-12,5,0,0,0
WIB3670,2010-01-12,0,3,0,1
WJC0470,2010-01-12,16,4,4,0
WJC2637,2010-01-12,22,0,5,0
WJH0717,2010-01-12,20,5,5,1
WJH3158,2010-01-12,16,6,3,2
WJM3209,2010-01-12,10,10,4,1
WJR3544,2010-01-12,18,5,4,1
WJW3627,2010-01-12,2,0,0,0
WKC0573,2010-01-12,0,23,0,7
WKF3444,2010-01-12,7,0,1,0
WKG0150,2010-01-12,20,0,6,0
WKH1787,2010-01-12,10,11,4,1
WKS3265,2010-01-12,5,0,1,0
WKT0099,2010-01-12,19,0,4,0
WLC0115,2010-01-12,11,11,2,4
WLG0406,2010-01-12,35,0,12,0
WLL1133,2010-01-12,21,0,6,0
WLR0707,2010-01-12,8,3,1,0
WMA2016,2010-01-12,11,0,2,0
WMM0873,2010-01-12,0,2,0,0
WMM3904,2010-01-12,22,0,6,0
WMR2625,2010-01-12,6,14,2,3
WMR2685,2010-01-12,15,4,6,3
WMR2723,2010-01-12,17,4,4,1
WNC0858,2010-01-12,4,0,0,0
WNC0874,2010-01-12,5,0,1,0
WNO1466,2010-01-12,18,0,8,0
WNR0091,2010-01-12,22,0,8,0
WNR0661,2010-01-12,16,0,5,0
WNW2002,2010-01-12,0,11,0,9
WOL3226,2010-01-12,21,0,5,0
WOV3040,2010-01-12,11,10,1,7
WPJ1400,2010-01-12,11,4,7,0
WPR1884,2010-01-12,19,8,3,2
WRF3534,2010-01-12,15,13,4,3
WRJ2184,2010-01-12,2,0,1,0
WRM0515,2010-01-12,4,11,2,2
WRM2803,2010-01-12,5,0,1,0
WRW2331,2010-01-12,27,2,7,0
WSA1765,2010-01-12,15,11,4,2
WSB1368,2010-01-12,17,3,4,1
WSC2981,2010-01-12,11,0,3,0
WSE1949,2010-01-12,12,3,6,2
WSH1130,2010-01-12,23,0,8,0
WSM2798,2010-01-12,4,0,1,0
WSS0820,2010-01-12,14,2,6,1
WTF0449,2010-01-12,29,2,11,1
WTG2109,2010-01-12,14,14,4,2
WTG3411,2010-01-12,26,2,9,1
WUH2238,2010-01-12,4,0,1,0
WVC3623,2010-01-12,4,0,1,0
WVD0570,2010-01-12,28,0,7,0
WVM1669,2010-01-12,16,11,8,5
WWS0645,2010-01-12,25,0,4,0
WXH2289,2010-01-12,8,0,1,0
WXM3698,2010-01-12,5,0,1,0
WYC2416,2010-01-12,27,0,10,0
WYC3397,2010-01-12,9,0,3,0
WZG3563,2010-01-12,18,2,7,1
WZR3948,2010-01-12,3,0,1,0
XAB0627,2010-01-12,20,0,8,0
XAB0936,2010-01-12,0,12,0,2
XAB3746,2010-01-12,10,0,3,0
XAH2479,2010-01-12,19,0,8,0
XAL0414,2010-01-12,35,0,10,0
XAL2816,2010-01-12,6,0,1,0
XAR1011,2010-01-12,21,0,12,0
XBH0357,2010-01-12,14,9,7,3
XBK2623,2010-01-12,14,0,7,0
XBL3922,2010-01-12,2,0,0,0
XBW2502,2010-01-12,13,0,4,0
XCB1390,2010-01-12,22,4,6,1
XCG2316,2010-01-12,13,21,4,5
XCJ0023,2010-01-12,26,0,7,0
XCL1792,2010-01-12,11,5,5,1
XEJ0773,2010-01-12,21,2,6,1
XFF1302,2010-01-12,14,4,6,0
XFL1583,2010-01-12,0,6,0,1
XGB1528,2010-01-12,2,0,1,0
XHR2377,2010-01-12,29,0,11,0
XIW0171,2010-01-12,32,0,15,0
XIW2655,2010-01-12,21,6,4,1
XJB0548,2010-01-12,12,15,3,1
XJM3874,2010-01-12,17,0,4,0
XKL1317,2010-01-12,8,8,3,5
XKR2059,2010-01-12,13,0,9,0
XKW1135,2010-01-12,23,0,4,0
XKW2303,2010-01-12,7,0,2,0
XML3920,2010-01-12,2,0,0,0
XPW2833,2010-01-12,5,0,1,0
XRP3102,2010-01-12,18,7,3,1
XSF3982,2010-01-12,2,0,1,0
XSR3526,2010-01-12,13,0,9,0
XTB2372,2010-01-12,0,10,0,2
XTB3322,2010-01-12,2,0,1,0
XUC1092,2010-01-12,15,0,6,0
XWM0415,2010-01-12,22,9,7,5
YAS2508,2010-01-12,8,10,3,3
YAV0093,2010-01-12,34,0,7,0
YBJ0071,2010-01-12,14,18,2,5
YBP3978,2010-01-12,2,0,1,0
YCA2885,2010-01-12,13,14,8,6
YCL0650,2010-01-12,16,0,7,0
YCL0824,2010-01-12,24,0,4,0
YCL2166,2010-01-12,5,0,1,0
YDE3069,2010-01-12,17,0,8,0
YDM1720,2010-01-12,27,6,11,2
YDM2537,2010-01-12,20,2,6,1
YDM3898,2010-01-12,12,12,5,3
YFP2558,2010-01-12,2,13,0,6
YFT1382,2010-01-12,16,0,8,0
YHB2355,2010-01-12,6,3,2,0
YHD0593,2010-01-12,0,13,0,3
YHH2785,2010-01-12,2,0,0,0
YIP1802,2010-01-12,21,0,5,0
YJD3130,2010-01-12,26,0,6,0
YJP2689,2010-01-12,12,5,8,1
YJP2791,2010-01-12,4,0,1,0
YJR1149,2010-01-12,15,6,6,0
YKM2435,2010-01-12,21,0,4,0
YKM3542,2010-01-12,19,0,8,0
YKW1763,2010-01-12,0,20,0,9
YKW3832,2010-01-12,30,0,9,0
YLL0795,2010-01-12,0,15,0,1
YMB2953,2010-01-12,0,34,0,5
YNR2544,2010-01-12,14,10,4,3
YNW2855,2010-01-12,2,0,0,0
YOH1176,2010-01-12,0,14,0,8
YQB2309,2010-01-12,10,0,2,0
YRA3503,2010-01-12,27,8,7,2
YRW0842,2010-01-12,6,0,1,0
YSC1691,2010-01-12,0,8,0,1
YSG1195,2010-01-12,19,0,8,0
YSH0145,2010-01-12,23,4,6,2
YYD3518,2010-01-12,13,0,4,0
YZC3244,2010-01-12,2,10,1,4
ZAC1838,2010-01-12,0,17,0,8
ZAF3065,2010-01-12,20,0,5,0
ZAN1931,2010-01-12,4,14,1,6
ZAP1762,2010-01-12,16,0,7,0
ZAR0404,2010-01-12,0,12,0,3
ZAR2140,2010-01-12,16,4,5,1
ZAW2012,2010-01-12,13,4,3,0
ZAW3833,2010-01-12,23,0,9,0
ZBH3422,2010-01-12,25,0,8,0
ZBW0132,2010-01-12,27,2,15,1
ZBW1015,2010-01-12,29,8,15,2
ZCE3578,2010-01-12,0,16,0,5
ZCM1781,2010-01-12,21,0,2,0
ZCS0012,2010-01-12,40,0,22,0
ZCT1009,2010-01-12,16,7,11,1
ZDC2523,2010-01-12,25,2,7,1
ZDC3269,2010-01-12,2,0,0,0
ZDH2905,2010-01-12,7,6,0,1
ZER0085,2010-01-12,12,7,5,2
ZGP2957,2010-01-12,28,0,13,0
ZHB1392,2010-01-12,19,0,9,0
ZHF1006,2010-01-12,39,0,12,0
ZHH3206,2010-01-12,0,23,0,3
ZHM1979,2010-01-12,16,0,7,0
ZHT3869,2010-01-12,19,0,8,0
ZIR1732,2010-01-12,7,2,2,1
ZJA2373,2010-01-12,27,0,9,0
ZJB0552,2010-01-12,21,4,3,1
ZJS1776,2010-01-12,8,11,3,1
ZJS2648,2010-01-12,4,14,2,5
ZKR1397,2010-01-12,13,6,4,1
ZLB1878,2010-01-12,19,0,2,0
ZLG3090,2010-01-12,10,7,2,2
ZMB3686,2010-01-12,5,0,1,0
ZMB3863,2010-01-12,15,9,3,1
ZMH1543,2010-01-12,2,0,1,0
ZNA0921,2010-01-12,31,7,7,1
ZNB3313,2010-01-12,2,0,1,0
ZND2154,2010-01-12,5,0,1,0
ZNE3451,2010-01-12,12,0,2,0
ZNG3404,2010-01-12,10,0,1,0
ZOM0746,2010-01-12,12,6,6,1
ZOO1613,2010-01-12,22,16,6,5
ZRM0694,2010-01-12,11,12,4,4
ZSL2618,2010-01-12,13,0,7,0
ZSW2155,2010-01-12,7,0,0,0
ZTB2410,2010-01-12,27,0,10,0
ZVB2656,2010-01-12,9,0,2,0
ZVS1637,2010-01-12,5,6,2,0
ZWS3625,2010-01-12,2,0,1,0
ZXM3086,2010-01-12,21,0,7,0
ZZO2997,2010-01-12,29,0,12,0
